TIME,GEO,UNIT,ICHA11_HF,Value
2011,Romania,Euro per inhabitant,Compulsory private insurance scheme,0
2011,Romania,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2011,Romania,Euro per inhabitant,Voluntary health care payment schemes,1.45
2011,Romania,Euro per inhabitant,Voluntary health insurance schemes,0.47
2011,Romania,Euro per inhabitant,NPISH financing schemes,0.59
2011,Romania,Euro per inhabitant,Enterprise financing schemes,0.38
2011,Romania,Euro per inhabitant,Household out-of-pocket payment,74.69
2011,Romania,Euro per inhabitant,Out-of-pocket excluding cost-sharing,58.6
2011,Romania,Euro per inhabitant,Cost sharing with third-party payers,16.09
2011,Romania,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2011,Romania,Euro per inhabitant,Compulsory schemes (non-resident),:
2011,Romania,Euro per inhabitant,Voluntary schemes (non-resident),:
2011,Romania,Euro per inhabitant,Financing schemes unknown,:
2011,Slovenia,Euro per inhabitant,All financing schemes,:
2011,Slovenia,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2011,Slovenia,Euro per inhabitant,Government schemes,:
2011,Slovenia,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2011,Slovenia,Euro per inhabitant,Social health insurance schemes,:
2011,Slovenia,Euro per inhabitant,Compulsory private insurance scheme,:
2011,Slovenia,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2011,Slovenia,Euro per inhabitant,Voluntary health care payment schemes,:
2011,Slovenia,Euro per inhabitant,Voluntary health insurance schemes,:
2011,Slovenia,Euro per inhabitant,NPISH financing schemes,:
2011,Slovenia,Euro per inhabitant,Enterprise financing schemes,:
2011,Slovenia,Euro per inhabitant,Household out-of-pocket payment,:
2011,Slovenia,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2011,Slovenia,Euro per inhabitant,Cost sharing with third-party payers,:
2011,Slovenia,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2011,Slovenia,Euro per inhabitant,Compulsory schemes (non-resident),:
2011,Slovenia,Euro per inhabitant,Voluntary schemes (non-resident),:
2011,Slovenia,Euro per inhabitant,Financing schemes unknown,:
2011,Slovakia,Euro per inhabitant,All financing schemes,:
2011,Slovakia,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2011,Slovakia,Euro per inhabitant,Government schemes,:
2011,Slovakia,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2011,Slovakia,Euro per inhabitant,Social health insurance schemes,:
2011,Slovakia,Euro per inhabitant,Compulsory private insurance scheme,:
2011,Slovakia,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2011,Slovakia,Euro per inhabitant,Voluntary health care payment schemes,:
2011,Slovakia,Euro per inhabitant,Voluntary health insurance schemes,:
2011,Slovakia,Euro per inhabitant,NPISH financing schemes,:
2011,Slovakia,Euro per inhabitant,Enterprise financing schemes,:
2011,Slovakia,Euro per inhabitant,Household out-of-pocket payment,:
2011,Slovakia,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2011,Slovakia,Euro per inhabitant,Cost sharing with third-party payers,:
2011,Slovakia,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2011,Slovakia,Euro per inhabitant,Compulsory schemes (non-resident),:
2011,Slovakia,Euro per inhabitant,Voluntary schemes (non-resident),:
2011,Slovakia,Euro per inhabitant,Financing schemes unknown,:
2011,Finland,Euro per inhabitant,All financing schemes,3269.61
2011,Finland,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,2445.8
2011,Finland,Euro per inhabitant,Government schemes,1991.34
2011,Finland,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),454.46
2011,Finland,Euro per inhabitant,Social health insurance schemes,454.46
2011,Finland,Euro per inhabitant,Compulsory private insurance scheme,:
2011,Finland,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2011,Finland,Euro per inhabitant,Voluntary health care payment schemes,190.93
2011,Finland,Euro per inhabitant,Voluntary health insurance schemes,92.71
2011,Finland,Euro per inhabitant,NPISH financing schemes,24.86
2011,Finland,Euro per inhabitant,Enterprise financing schemes,73.36
2011,Finland,Euro per inhabitant,Household out-of-pocket payment,632.88
2011,Finland,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2011,Finland,Euro per inhabitant,Cost sharing with third-party payers,:
2011,Finland,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2011,Finland,Euro per inhabitant,Compulsory schemes (non-resident),:
2011,Finland,Euro per inhabitant,Voluntary schemes (non-resident),:
2011,Finland,Euro per inhabitant,Financing schemes unknown,:
2011,Sweden,Euro per inhabitant,All financing schemes,4576.47
2011,Sweden,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,3842.71
2011,Sweden,Euro per inhabitant,Government schemes,3842.71
2011,Sweden,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),0
2011,Sweden,Euro per inhabitant,Social health insurance schemes,:
2011,Sweden,Euro per inhabitant,Compulsory private insurance scheme,:
2011,Sweden,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2011,Sweden,Euro per inhabitant,Voluntary health care payment schemes,45.31
2011,Sweden,Euro per inhabitant,Voluntary health insurance schemes,22.03
2011,Sweden,Euro per inhabitant,NPISH financing schemes,3.11
2011,Sweden,Euro per inhabitant,Enterprise financing schemes,20.17
2011,Sweden,Euro per inhabitant,Household out-of-pocket payment,688.45
2011,Sweden,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2011,Sweden,Euro per inhabitant,Cost sharing with third-party payers,:
2011,Sweden,Euro per inhabitant,Rest of the world financing schemes (non-resident),0
2011,Sweden,Euro per inhabitant,Compulsory schemes (non-resident),0
2011,Sweden,Euro per inhabitant,Voluntary schemes (non-resident),0
2011,Sweden,Euro per inhabitant,Financing schemes unknown,0
2011,United Kingdom,Euro per inhabitant,All financing schemes,:
2011,United Kingdom,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2011,United Kingdom,Euro per inhabitant,Government schemes,:
2011,United Kingdom,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2011,United Kingdom,Euro per inhabitant,Social health insurance schemes,:
2011,United Kingdom,Euro per inhabitant,Compulsory private insurance scheme,:
2011,United Kingdom,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2011,United Kingdom,Euro per inhabitant,Voluntary health care payment schemes,:
2011,United Kingdom,Euro per inhabitant,Voluntary health insurance schemes,:
2011,United Kingdom,Euro per inhabitant,NPISH financing schemes,:
2011,United Kingdom,Euro per inhabitant,Enterprise financing schemes,:
2011,United Kingdom,Euro per inhabitant,Household out-of-pocket payment,:
2011,United Kingdom,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2011,United Kingdom,Euro per inhabitant,Cost sharing with third-party payers,:
2011,United Kingdom,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2011,United Kingdom,Euro per inhabitant,Compulsory schemes (non-resident),:
2011,United Kingdom,Euro per inhabitant,Voluntary schemes (non-resident),:
2011,United Kingdom,Euro per inhabitant,Financing schemes unknown,:
2011,Iceland,Euro per inhabitant,All financing schemes,2855.51
2011,Iceland,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,2300.21
2011,Iceland,Euro per inhabitant,Government schemes,1453.59
2011,Iceland,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),846.62
2011,Iceland,Euro per inhabitant,Social health insurance schemes,:
2011,Iceland,Euro per inhabitant,Compulsory private insurance scheme,:
2011,Iceland,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2011,Iceland,Euro per inhabitant,Voluntary health care payment schemes,41.66
2011,Iceland,Euro per inhabitant,Voluntary health insurance schemes,:
2011,Iceland,Euro per inhabitant,NPISH financing schemes,41.66
2011,Iceland,Euro per inhabitant,Enterprise financing schemes,:
2011,Iceland,Euro per inhabitant,Household out-of-pocket payment,513.65
2011,Iceland,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2011,Iceland,Euro per inhabitant,Cost sharing with third-party payers,:
2011,Iceland,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2011,Iceland,Euro per inhabitant,Compulsory schemes (non-resident),:
2011,Iceland,Euro per inhabitant,Voluntary schemes (non-resident),:
2011,Iceland,Euro per inhabitant,Financing schemes unknown,:
2011,Liechtenstein,Euro per inhabitant,All financing schemes,:
2011,Liechtenstein,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2011,Liechtenstein,Euro per inhabitant,Government schemes,:
2011,Liechtenstein,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2011,Liechtenstein,Euro per inhabitant,Social health insurance schemes,:
2011,Liechtenstein,Euro per inhabitant,Compulsory private insurance scheme,:
2011,Liechtenstein,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2011,Liechtenstein,Euro per inhabitant,Voluntary health care payment schemes,:
2011,Liechtenstein,Euro per inhabitant,Voluntary health insurance schemes,:
2011,Liechtenstein,Euro per inhabitant,NPISH financing schemes,:
2011,Liechtenstein,Euro per inhabitant,Enterprise financing schemes,:
2011,Liechtenstein,Euro per inhabitant,Household out-of-pocket payment,:
2011,Liechtenstein,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2011,Liechtenstein,Euro per inhabitant,Cost sharing with third-party payers,:
2011,Liechtenstein,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2011,Liechtenstein,Euro per inhabitant,Compulsory schemes (non-resident),:
2011,Liechtenstein,Euro per inhabitant,Voluntary schemes (non-resident),:
2011,Liechtenstein,Euro per inhabitant,Financing schemes unknown,:
2011,Norway,Euro per inhabitant,All financing schemes,6358.32
2011,Norway,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,5367.89
2011,Norway,Euro per inhabitant,Government schemes,4650.84
2011,Norway,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),717.05
2011,Norway,Euro per inhabitant,Social health insurance schemes,:
2011,Norway,Euro per inhabitant,Compulsory private insurance scheme,:
2011,Norway,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2011,Norway,Euro per inhabitant,Voluntary health care payment schemes,23.34
2011,Norway,Euro per inhabitant,Voluntary health insurance schemes,:
2011,Norway,Euro per inhabitant,NPISH financing schemes,:
2011,Norway,Euro per inhabitant,Enterprise financing schemes,23.34
2011,Norway,Euro per inhabitant,Household out-of-pocket payment,967.09
2011,Norway,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2011,Norway,Euro per inhabitant,Cost sharing with third-party payers,:
2011,Norway,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2011,Norway,Euro per inhabitant,Compulsory schemes (non-resident),:
2011,Norway,Euro per inhabitant,Voluntary schemes (non-resident),:
2011,Norway,Euro per inhabitant,Financing schemes unknown,:
2011,Switzerland,Euro per inhabitant,All financing schemes,6726.51
2011,Switzerland,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,4320.06
2011,Switzerland,Euro per inhabitant,Government schemes,1236.75
2011,Switzerland,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),3083.31
2011,Switzerland,Euro per inhabitant,Social health insurance schemes,:
2011,Switzerland,Euro per inhabitant,Compulsory private insurance scheme,:
2011,Switzerland,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2011,Switzerland,Euro per inhabitant,Voluntary health care payment schemes,567.66
2011,Switzerland,Euro per inhabitant,Voluntary health insurance schemes,567.66
2011,Switzerland,Euro per inhabitant,NPISH financing schemes,:
2011,Switzerland,Euro per inhabitant,Enterprise financing schemes,:
2011,Switzerland,Euro per inhabitant,Household out-of-pocket payment,1776.4
2011,Switzerland,Euro per inhabitant,Out-of-pocket excluding cost-sharing,1405.94
2011,Switzerland,Euro per inhabitant,Cost sharing with third-party payers,370.46
2011,Switzerland,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2011,Switzerland,Euro per inhabitant,Compulsory schemes (non-resident),:
2011,Switzerland,Euro per inhabitant,Voluntary schemes (non-resident),:
2011,Switzerland,Euro per inhabitant,Financing schemes unknown,62.39
2011,Bosnia and Herzegovina,Euro per inhabitant,All financing schemes,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Government schemes,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2011,Bosnia and Herzegovina,Euro per inhabitant,Social health insurance schemes,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Compulsory private insurance scheme,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2011,Bosnia and Herzegovina,Euro per inhabitant,Voluntary health care payment schemes,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Voluntary health insurance schemes,:
2011,Bosnia and Herzegovina,Euro per inhabitant,NPISH financing schemes,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Enterprise financing schemes,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Household out-of-pocket payment,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Cost sharing with third-party payers,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2011,Bosnia and Herzegovina,Euro per inhabitant,Compulsory schemes (non-resident),:
2011,Bosnia and Herzegovina,Euro per inhabitant,Voluntary schemes (non-resident),:
2011,Bosnia and Herzegovina,Euro per inhabitant,Financing schemes unknown,:
2012,Belgium,Euro per inhabitant,All financing schemes,3546.3
2012,Belgium,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,2754.63
2012,Belgium,Euro per inhabitant,Government schemes,391.28
2012,Belgium,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),2363.35
2012,Belgium,Euro per inhabitant,Social health insurance schemes,2363.35
2012,Belgium,Euro per inhabitant,Compulsory private insurance scheme,:
2012,Belgium,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2012,Belgium,Euro per inhabitant,Voluntary health care payment schemes,154.49
2012,Belgium,Euro per inhabitant,Voluntary health insurance schemes,147.06
2012,Belgium,Euro per inhabitant,NPISH financing schemes,5.71
2012,Belgium,Euro per inhabitant,Enterprise financing schemes,1.72
2012,Belgium,Euro per inhabitant,Household out-of-pocket payment,637.18
2012,Belgium,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2012,Belgium,Euro per inhabitant,Cost sharing with third-party payers,:
2012,Belgium,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2012,Belgium,Euro per inhabitant,Compulsory schemes (non-resident),:
2012,Belgium,Euro per inhabitant,Voluntary schemes (non-resident),:
2012,Belgium,Euro per inhabitant,Financing schemes unknown,:
2012,Bulgaria,Euro per inhabitant,All financing schemes,436.06
2012,Bulgaria,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,222.41
2012,Bulgaria,Euro per inhabitant,Government schemes,47.92
2012,Bulgaria,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),174.49
2012,Bulgaria,Euro per inhabitant,Social health insurance schemes,174.49
2012,Bulgaria,Euro per inhabitant,Compulsory private insurance scheme,0
2012,Bulgaria,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2012,Bulgaria,Euro per inhabitant,Voluntary health care payment schemes,5.45
2012,Bulgaria,Euro per inhabitant,Voluntary health insurance schemes,1.88
2012,Bulgaria,Euro per inhabitant,NPISH financing schemes,2
2012,Bulgaria,Euro per inhabitant,Enterprise financing schemes,1.57
2012,Bulgaria,Euro per inhabitant,Household out-of-pocket payment,208.19
2012,Bulgaria,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2012,Bulgaria,Euro per inhabitant,Cost sharing with third-party payers,:
2012,Bulgaria,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2012,Bulgaria,Euro per inhabitant,Compulsory schemes (non-resident),:
2012,Bulgaria,Euro per inhabitant,Voluntary schemes (non-resident),:
2012,Bulgaria,Euro per inhabitant,Financing schemes unknown,0
2012,Czech Republic,Euro per inhabitant,All financing schemes,:
2012,Czech Republic,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2012,Czech Republic,Euro per inhabitant,Government schemes,:
2012,Czech Republic,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2012,Czech Republic,Euro per inhabitant,Social health insurance schemes,:
2012,Czech Republic,Euro per inhabitant,Compulsory private insurance scheme,:
2012,Czech Republic,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2012,Czech Republic,Euro per inhabitant,Voluntary health care payment schemes,:
2012,Czech Republic,Euro per inhabitant,Voluntary health insurance schemes,:
2012,Czech Republic,Euro per inhabitant,NPISH financing schemes,:
2012,Czech Republic,Euro per inhabitant,Enterprise financing schemes,:
2012,Czech Republic,Euro per inhabitant,Household out-of-pocket payment,:
2012,Czech Republic,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2012,Czech Republic,Euro per inhabitant,Cost sharing with third-party payers,:
2012,Czech Republic,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2012,Czech Republic,Euro per inhabitant,Compulsory schemes (non-resident),:
2012,Czech Republic,Euro per inhabitant,Voluntary schemes (non-resident),:
2012,Czech Republic,Euro per inhabitant,Financing schemes unknown,:
2012,Denmark,Euro per inhabitant,All financing schemes,4675.47
2012,Denmark,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,3928.37
2012,Denmark,Euro per inhabitant,Government schemes,3928.37
2012,Denmark,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),0
2012,Denmark,Euro per inhabitant,Social health insurance schemes,:
2012,Denmark,Euro per inhabitant,Compulsory private insurance scheme,:
2012,Denmark,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2012,Denmark,Euro per inhabitant,Voluntary health care payment schemes,86.87
2012,Denmark,Euro per inhabitant,Voluntary health insurance schemes,83.1
2012,Denmark,Euro per inhabitant,NPISH financing schemes,3.77
2012,Denmark,Euro per inhabitant,Enterprise financing schemes,0
2012,Denmark,Euro per inhabitant,Household out-of-pocket payment,660.24
2012,Denmark,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2012,Denmark,Euro per inhabitant,Cost sharing with third-party payers,:
2012,Denmark,Euro per inhabitant,Rest of the world financing schemes (non-resident),0
2012,Denmark,Euro per inhabitant,Compulsory schemes (non-resident),0
2012,Denmark,Euro per inhabitant,Voluntary schemes (non-resident),0
2012,Denmark,Euro per inhabitant,Financing schemes unknown,0
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,All financing schemes,3705.66
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,3080.62
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Government schemes,246.18
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),2834.44
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Social health insurance schemes,:
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Compulsory private insurance scheme,:
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Voluntary health care payment schemes,109.21
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Voluntary health insurance schemes,53.78
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,NPISH financing schemes,39.8
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Enterprise financing schemes,15.63
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Household out-of-pocket payment,515.84
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Cost sharing with third-party payers,:
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Compulsory schemes (non-resident),:
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Voluntary schemes (non-resident),:
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Financing schemes unknown,:
2012,Estonia,Euro per inhabitant,All financing schemes,790.17
2012,Estonia,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,605.94
2012,Estonia,Euro per inhabitant,Government schemes,85.59
2012,Estonia,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),520.35
2012,Estonia,Euro per inhabitant,Social health insurance schemes,520.35
2012,Estonia,Euro per inhabitant,Compulsory private insurance scheme,0
2012,Estonia,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2012,Estonia,Euro per inhabitant,Voluntary health care payment schemes,13.92
2012,Estonia,Euro per inhabitant,Voluntary health insurance schemes,1.99
2012,Estonia,Euro per inhabitant,NPISH financing schemes,0.11
2012,Estonia,Euro per inhabitant,Enterprise financing schemes,11.82
2012,Estonia,Euro per inhabitant,Household out-of-pocket payment,170.03
2012,Estonia,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2012,Estonia,Euro per inhabitant,Cost sharing with third-party payers,:
2012,Estonia,Euro per inhabitant,Rest of the world financing schemes (non-resident),0.27
2012,Estonia,Euro per inhabitant,Compulsory schemes (non-resident),0
2012,Estonia,Euro per inhabitant,Voluntary schemes (non-resident),0.27
2012,Estonia,Euro per inhabitant,Financing schemes unknown,0
2012,Ireland,Euro per inhabitant,All financing schemes,:
2012,Ireland,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2012,Ireland,Euro per inhabitant,Government schemes,:
2012,Ireland,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2012,Ireland,Euro per inhabitant,Social health insurance schemes,:
2012,Ireland,Euro per inhabitant,Compulsory private insurance scheme,:
2012,Ireland,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2012,Ireland,Euro per inhabitant,Voluntary health care payment schemes,:
2012,Ireland,Euro per inhabitant,Voluntary health insurance schemes,:
2012,Ireland,Euro per inhabitant,NPISH financing schemes,:
2012,Ireland,Euro per inhabitant,Enterprise financing schemes,:
2012,Ireland,Euro per inhabitant,Household out-of-pocket payment,:
2012,Ireland,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2012,Ireland,Euro per inhabitant,Cost sharing with third-party payers,:
2012,Ireland,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2012,Ireland,Euro per inhabitant,Compulsory schemes (non-resident),:
2012,Ireland,Euro per inhabitant,Voluntary schemes (non-resident),:
2012,Ireland,Euro per inhabitant,Financing schemes unknown,:
2012,Greece,Euro per inhabitant,All financing schemes,1537.73
2012,Greece,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,1021.83
2012,Greece,Euro per inhabitant,Government schemes,460.13
2012,Greece,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),561.7
2012,Greece,Euro per inhabitant,Social health insurance schemes,:
2012,Greece,Euro per inhabitant,Compulsory private insurance scheme,:
2012,Greece,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2012,Greece,Euro per inhabitant,Voluntary health care payment schemes,50.23
2012,Greece,Euro per inhabitant,Voluntary health insurance schemes,47.6
2012,Greece,Euro per inhabitant,NPISH financing schemes,2.31
2012,Greece,Euro per inhabitant,Enterprise financing schemes,0.32
2012,Greece,Euro per inhabitant,Household out-of-pocket payment,463.46
2012,Greece,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2012,Greece,Euro per inhabitant,Cost sharing with third-party payers,:
2012,Greece,Euro per inhabitant,Rest of the world financing schemes (non-resident),2.22
2012,Greece,Euro per inhabitant,Compulsory schemes (non-resident),:
2012,Greece,Euro per inhabitant,Voluntary schemes (non-resident),:
2012,Greece,Euro per inhabitant,Financing schemes unknown,0
2012,Spain,Euro per inhabitant,All financing schemes,2016,.91
2012,Spain,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,1456.31
2012,Spain,Euro per inhabitant,Government schemes,1361.06
2012,Spain,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),95.24
2012,Spain,Euro per inhabitant,Social health insurance schemes,95.24
2012,Spain,Euro per inhabitant,Compulsory private insurance scheme,0
2012,Spain,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2012,Spain,Euro per inhabitant,Voluntary health care payment schemes,100.57
2012,Spain,Euro per inhabitant,Voluntary health insurance schemes,93.39
2012,Spain,Euro per inhabitant,NPISH financing schemes,7.18
2012,Spain,Euro per inhabitant,Enterprise financing schemes,:
2012,Spain,Euro per inhabitant,Household out-of-pocket payment,460.03
2012,Spain,Euro per inhabitant,Out-of-pocket excluding cost-sharing,438.33
2012,Spain,Euro per inhabitant,Cost sharing with third-party payers,21.7
2012,Spain,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2012,Spain,Euro per inhabitant,Compulsory schemes (non-resident),:
2012,Spain,Euro per inhabitant,Voluntary schemes (non-resident),:
2012,Spain,Euro per inhabitant,Financing schemes unknown,0
2012,France,Euro per inhabitant,All financing schemes,3610.39
2012,France,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,2746.45
2012,France,Euro per inhabitant,Government schemes,182.14
2012,France,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),2564.31
2012,France,Euro per inhabitant,Social health insurance schemes,2564.31
2012,France,Euro per inhabitant,Compulsory private insurance scheme,0
2012,France,Euro per inhabitant,Compulsory medical savings accounts (CMSA),0
2012,France,Euro per inhabitant,Voluntary health care payment schemes,498.08
2012,France,Euro per inhabitant,Voluntary health insurance schemes,474.94
2012,France,Euro per inhabitant,NPISH financing schemes,0.13
2012,France,Euro per inhabitant,Enterprise financing schemes,23.01
2012,France,Euro per inhabitant,Household out-of-pocket payment,365.86
2012,France,Euro per inhabitant,Out-of-pocket excluding cost-sharing,181.16
2012,France,Euro per inhabitant,Cost sharing with third-party payers,184.71
2012,France,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
2012,France,Euro per inhabitant,Compulsory schemes (non-resident),:
2012,France,Euro per inhabitant,Voluntary schemes (non-resident),:
2012,France,Euro per inhabitant,Financing schemes unknown,:
2012,Croatia,Euro per inhabitant,All financing schemes,:
2012,Croatia,Euro per inhabitant,Government schemes and compulsory contributory health care financing schemes,:
2012,Croatia,Euro per inhabitant,Government schemes,:
2012,Croatia,Euro per inhabitant,Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA),:
2012,Croatia,Euro per inhabitant,Social health insurance schemes,:
2012,Croatia,Euro per inhabitant,Compulsory private insurance scheme,:
2012,Croatia,Euro per inhabitant,Compulsory medical savings accounts (CMSA),:
2012,Croatia,Euro per inhabitant,Voluntary health care payment schemes,:
2012,Croatia,Euro per inhabitant,Voluntary health insurance schemes,:
2012,Croatia,Euro per inhabitant,NPISH financing schemes,:
2012,Croatia,Euro per inhabitant,Enterprise financing schemes,:
2012,Croatia,Euro per inhabitant,Household out-of-pocket payment,:
2012,Croatia,Euro per inhabitant,Out-of-pocket excluding cost-sharing,:
2012,Croatia,Euro per inhabitant,Cost sharing with third-party payers,:
2012,Croatia,Euro per inhabitant,Rest of the world financing schemes (non-resident),:
