TIME,GEO,UNIT,ICHA11_HC,Value
2013,Belgium,Euro per inhabitant,Curative care and rehabilitative care,1792.37
2013,Belgium,Euro per inhabitant,Curative care,1547.63
2013,Belgium,Euro per inhabitant,Inpatient curative and rehabilitative care,1018.41
2013,Belgium,Euro per inhabitant,Inpatient curative care,915.35
2013,Belgium,Euro per inhabitant,Day curative and rehabilitative care,65.54
2013,Belgium,Euro per inhabitant,Day curative care,29.95
2013,Belgium,Euro per inhabitant,Outpatient curative and rehabilitative care,672.45
2013,Belgium,Euro per inhabitant,Outpatient curative care,602.33
2013,Belgium,Euro per inhabitant,General outpatient curative care,300.92
2013,Belgium,Euro per inhabitant,Dental outpatient curative care,109.96
2013,Belgium,Euro per inhabitant,Specialised outpatient curative care,191.45
2013,Belgium,Euro per inhabitant,All other outpatient curative care n.e.c.,:
2013,Belgium,Euro per inhabitant,Home-based curative and rehabilitative care,35.98
2013,Belgium,Euro per inhabitant,Home-based curative care,:
2013,Belgium,Euro per inhabitant,Rehabilitative care,244.74
2013,Belgium,Euro per inhabitant,Inpatient rehabilitative care,103.06
2013,Belgium,Euro per inhabitant,Day rehabilitative care,35.59
2013,Belgium,Euro per inhabitant,Outpatient rehabilitative care,70.11
2013,Belgium,Euro per inhabitant,Home-based rehabilitative care,35.98
2013,Belgium,Euro per inhabitant,Long-term care (health),866.66
2013,Belgium,Euro per inhabitant,Inpatient long-term care (health),530.79
2013,Belgium,Euro per inhabitant,Day long-term care (health),5.72
2013,Belgium,Euro per inhabitant,Outpatient long-term care (health),27.22
2013,Belgium,Euro per inhabitant,Home-based long-term care (health),302.93
2013,Belgium,Euro per inhabitant,Ancillary services (non-specified by function),184.15
2013,Belgium,Euro per inhabitant,Laboratory services,84.21
2013,Belgium,Euro per inhabitant,Imaging services,86.56
2013,Belgium,Euro per inhabitant,Patient transportation,13.37
2013,Belgium,Euro per inhabitant,Medical goods (non-specified by function),598.36
2013,Belgium,Euro per inhabitant,Pharmaceuticals and other medical non-durable goods,518.33
2013,Belgium,Euro per inhabitant,Prescribed medicines,448.97
2013,Belgium,Euro per inhabitant,Over-the-counter medicines,64.45
2013,Belgium,Euro per inhabitant,Other medical non-durable goods,4.91
2013,Belgium,Euro per inhabitant,Therapeutic appliances and other medical durable goods,80.02
2013,Belgium,Euro per inhabitant,Preventive care,63.15
2013,Belgium,Euro per inhabitant,"Information, education and counseling programmes",34.56
2013,Belgium,Euro per inhabitant,Immunisation programmes,3.78
2013,Belgium,Euro per inhabitant,Early disease detection programmes,0.33
2013,Belgium,Euro per inhabitant,Healthy condition monitoring programmes,16.3
2013,Belgium,Euro per inhabitant,Epidemiological surveillance and risk and disease control programmes,6.39
2013,Belgium,Euro per inhabitant,Preparing for disaster and emergency response programmes,1.79
2013,Belgium,Euro per inhabitant,Governance and health system and financing administration,126.79
2013,Belgium,Euro per inhabitant,Governance and health system administration,6.91
2013,Belgium,Euro per inhabitant,Administration of health financing,119.87
2013,Belgium,Euro per inhabitant,Other health care services unknown,:
2013,Belgium,Euro per inhabitant,Long-term care (social),:
2013,Bulgaria,Euro per inhabitant,Current health care expenditure (CHE),453.89
2013,Bulgaria,Euro per inhabitant,Curative care and rehabilitative care,221.26
2013,Bulgaria,Euro per inhabitant,Curative care,213.9
2013,Bulgaria,Euro per inhabitant,Inpatient curative and rehabilitative care,143.96
2013,Bulgaria,Euro per inhabitant,Inpatient curative care,137.33
2013,Bulgaria,Euro per inhabitant,Day curative and rehabilitative care,15.08
2013,Bulgaria,Euro per inhabitant,Day curative care,15.08
2013,Bulgaria,Euro per inhabitant,Outpatient curative and rehabilitative care,62.04
2013,Bulgaria,Euro per inhabitant,Outpatient curative care,61.3
2013,Bulgaria,Euro per inhabitant,General outpatient curative care,45.4
2013,Bulgaria,Euro per inhabitant,Dental outpatient curative care,15.91
2013,Bulgaria,Euro per inhabitant,Specialised outpatient curative care,0
2013,Bulgaria,Euro per inhabitant,All other outpatient curative care n.e.c.,0
2013,Bulgaria,Euro per inhabitant,Home-based curative and rehabilitative care,0.19
2013,Bulgaria,Euro per inhabitant,Home-based curative care,0.19
2013,Bulgaria,Euro per inhabitant,Rehabilitative care,7.36
2013,Bulgaria,Euro per inhabitant,Inpatient rehabilitative care,6.63
2013,Bulgaria,Euro per inhabitant,Day rehabilitative care,0
2013,Bulgaria,Euro per inhabitant,Outpatient rehabilitative care,0.73
2013,Bulgaria,Euro per inhabitant,Home-based rehabilitative care,0
2013,Bulgaria,Euro per inhabitant,Long-term care (health),0.46
2013,Bulgaria,Euro per inhabitant,Inpatient long-term care (health),0.46
2013,Bulgaria,Euro per inhabitant,Day long-term care (health),0
2013,Bulgaria,Euro per inhabitant,Outpatient long-term care (health),0
2013,Bulgaria,Euro per inhabitant,Home-based long-term care (health),0
2013,Bulgaria,Euro per inhabitant,Ancillary services (non-specified by function),18.02
2013,Bulgaria,Euro per inhabitant,Laboratory services,9.6
2013,Bulgaria,Euro per inhabitant,Imaging services,1.8
2013,Bulgaria,Euro per inhabitant,Patient transportation,6.62
2013,Bulgaria,Euro per inhabitant,Medical goods (non-specified by function),192.4
2013,Bulgaria,Euro per inhabitant,Pharmaceuticals and other medical non-durable goods,192.4
2013,Bulgaria,Euro per inhabitant,Prescribed medicines,:
2013,Bulgaria,Euro per inhabitant,Over-the-counter medicines,:
2013,Bulgaria,Euro per inhabitant,Other medical non-durable goods,:
2013,Bulgaria,Euro per inhabitant,Therapeutic appliances and other medical durable goods,0
2013,Bulgaria,Euro per inhabitant,Preventive care,12.41
2013,Bulgaria,Euro per inhabitant,"Information, education and counseling programmes",1.43
2013,Bulgaria,Euro per inhabitant,Immunisation programmes,1.05
2013,Bulgaria,Euro per inhabitant,Early disease detection programmes,2.23
2013,Bulgaria,Euro per inhabitant,Healthy condition monitoring programmes,7.7
2013,Bulgaria,Euro per inhabitant,Epidemiological surveillance and risk and disease control programmes,0
2013,Bulgaria,Euro per inhabitant,Preparing for disaster and emergency response programmes,0
2013,Bulgaria,Euro per inhabitant,Governance and health system and financing administration,6.58
2013,Bulgaria,Euro per inhabitant,Governance and health system administration,4.02
2013,Bulgaria,Euro per inhabitant,Administration of health financing,2.56
2013,Bulgaria,Euro per inhabitant,Other health care services unknown,2.76
2013,Bulgaria,Euro per inhabitant,Long-term care (social),:
2013,Czech Republic,Euro per inhabitant,Current health care expenditure (CHE),1171.21
2013,Czech Republic,Euro per inhabitant,Curative care and rehabilitative care,636.23
2013,Czech Republic,Euro per inhabitant,Curative care,597.15
2013,Czech Republic,Euro per inhabitant,Inpatient curative and rehabilitative care,302.45
2013,Czech Republic,Euro per inhabitant,Inpatient curative care,283.25
2013,Czech Republic,Euro per inhabitant,Day curative and rehabilitative care,18.47
2013,Czech Republic,Euro per inhabitant,Day curative care,18.41
2013,Czech Republic,Euro per inhabitant,Outpatient curative and rehabilitative care,314.63
2013,Czech Republic,Euro per inhabitant,Outpatient curative care,294.8
2013,Czech Republic,Euro per inhabitant,General outpatient curative care,54.08
2013,Czech Republic,Euro per inhabitant,Dental outpatient curative care,61.28
2013,Czech Republic,Euro per inhabitant,Specialised outpatient curative care,172.29
2013,Czech Republic,Euro per inhabitant,All other outpatient curative care n.e.c.,7.16
2013,Czech Republic,Euro per inhabitant,Home-based curative and rehabilitative care,0.68
2013,Czech Republic,Euro per inhabitant,Home-based curative care,0.68
2013,Czech Republic,Euro per inhabitant,Rehabilitative care,39.08
2013,Czech Republic,Euro per inhabitant,Inpatient rehabilitative care,19.2
2013,Czech Republic,Euro per inhabitant,Day rehabilitative care,0.06
2013,Czech Republic,Euro per inhabitant,Outpatient rehabilitative care,19.83
2013,Czech Republic,Euro per inhabitant,Home-based rehabilitative care,0
2013,Czech Republic,Euro per inhabitant,Long-term care (health),129.74
2013,Czech Republic,Euro per inhabitant,Inpatient long-term care (health),106.66
2013,Czech Republic,Euro per inhabitant,Day long-term care (health),5.48
2013,Czech Republic,Euro per inhabitant,Outpatient long-term care (health),0
2013,Czech Republic,Euro per inhabitant,Home-based long-term care (health),17.6
2013,Czech Republic,Euro per inhabitant,Ancillary services (non-specified by function),59.73
2013,Czech Republic,Euro per inhabitant,Laboratory services,26.18
2013,Czech Republic,Euro per inhabitant,Imaging services,5.32
2013,Czech Republic,Euro per inhabitant,Patient transportation,28.24
2013,Czech Republic,Euro per inhabitant,Medical goods (non-specified by function),246.46
2013,Czech Republic,Euro per inhabitant,Pharmaceuticals and other medical non-durable goods,212.4
2013,Czech Republic,Euro per inhabitant,Prescribed medicines,160.2
2013,Czech Republic,Euro per inhabitant,Over-the-counter medicines,41.04
2013,Czech Republic,Euro per inhabitant,Other medical non-durable goods,11.16
2013,Czech Republic,Euro per inhabitant,Therapeutic appliances and other medical durable goods,34.06
2013,Czech Republic,Euro per inhabitant,Preventive care,34.69
2013,Czech Republic,Euro per inhabitant,"Information, education and counseling programmes",3.73
2013,Czech Republic,Euro per inhabitant,Immunisation programmes,12.22
2013,Czech Republic,Euro per inhabitant,Early disease detection programmes,3.2
2013,Czech Republic,Euro per inhabitant,Healthy condition monitoring programmes,15.55
2013,Czech Republic,Euro per inhabitant,Epidemiological surveillance and risk and disease control programmes,0
2013,Czech Republic,Euro per inhabitant,Preparing for disaster and emergency response programmes,0
2013,Czech Republic,Euro per inhabitant,Governance and health system and financing administration,34.8
2013,Czech Republic,Euro per inhabitant,Governance and health system administration,34.75
2013,Czech Republic,Euro per inhabitant,Administration of health financing,0.04
2013,Czech Republic,Euro per inhabitant,Other health care services unknown,29.57
2013,Czech Republic,Euro per inhabitant,Long-term care (social),69.83
2013,Denmark,Euro per inhabitant,Current health care expenditure (CHE),4705.97
2013,Denmark,Euro per inhabitant,Curative care and rehabilitative care,2647.99
2013,Denmark,Euro per inhabitant,Curative care,2609.15
2013,Denmark,Euro per inhabitant,Inpatient curative and rehabilitative care,1279.41
2013,Denmark,Euro per inhabitant,Inpatient curative care,1279.41
2013,Denmark,Euro per inhabitant,Day curative and rehabilitative care,0
2013,Denmark,Euro per inhabitant,Day curative care,0
2013,Denmark,Euro per inhabitant,Outpatient curative and rehabilitative care,1368.58
2013,Denmark,Euro per inhabitant,Outpatient curative care,1329.74
2013,Denmark,Euro per inhabitant,General outpatient curative care,314.7
2013,Denmark,Euro per inhabitant,Dental outpatient curative care,217.65
2013,Denmark,Euro per inhabitant,Specialised outpatient curative care,797.39
2013,Denmark,Euro per inhabitant,All other outpatient curative care n.e.c.,0
2013,Denmark,Euro per inhabitant,Home-based curative and rehabilitative care,0
2013,Denmark,Euro per inhabitant,Home-based curative care,0
2013,Denmark,Euro per inhabitant,Rehabilitative care,38.85
2013,Denmark,Euro per inhabitant,Inpatient rehabilitative care,0
2013,Denmark,Euro per inhabitant,Day rehabilitative care,0
2013,Denmark,Euro per inhabitant,Outpatient rehabilitative care,38.85
2013,Denmark,Euro per inhabitant,Home-based rehabilitative care,0
2013,Denmark,Euro per inhabitant,Long-term care (health),1140.41
2013,Denmark,Euro per inhabitant,Inpatient long-term care (health),376.6
2013,Denmark,Euro per inhabitant,Day long-term care (health),0
2013,Denmark,Euro per inhabitant,Outpatient long-term care (health),0
2013,Denmark,Euro per inhabitant,Home-based long-term care (health),763.81
2013,Denmark,Euro per inhabitant,Ancillary services (non-specified by function),222.38
2013,Denmark,Euro per inhabitant,Laboratory services,93.33
2013,Denmark,Euro per inhabitant,Imaging services,71.49
2013,Denmark,Euro per inhabitant,Patient transportation,57.56
2013,Denmark,Euro per inhabitant,Medical goods (non-specified by function),478.48
2013,Denmark,Euro per inhabitant,Pharmaceuticals and other medical non-durable goods,324.51
2013,Denmark,Euro per inhabitant,Prescribed medicines,218.6
2013,Denmark,Euro per inhabitant,Over-the-counter medicines,50.36
2013,Denmark,Euro per inhabitant,Other medical non-durable goods,55.55
2013,Denmark,Euro per inhabitant,Therapeutic appliances and other medical durable goods,153.97
2013,Denmark,Euro per inhabitant,Preventive care,118
2013,Denmark,Euro per inhabitant,"Information, education and counseling programmes",22.37
2013,Denmark,Euro per inhabitant,Immunisation programmes,11.28
2013,Denmark,Euro per inhabitant,Early disease detection programmes,0
2013,Denmark,Euro per inhabitant,Healthy condition monitoring programmes,79.47
2013,Denmark,Euro per inhabitant,Epidemiological surveillance and risk and disease control programmes,4.87
2013,Denmark,Euro per inhabitant,Preparing for disaster and emergency response programmes,0
2013,Denmark,Euro per inhabitant,Governance and health system and financing administration,98.72
2013,Denmark,Euro per inhabitant,Governance and health system administration,93.63
2013,Denmark,Euro per inhabitant,Administration of health financing,5.09
2013,Denmark,Euro per inhabitant,Other health care services unknown,0
2013,Denmark,Euro per inhabitant,Long-term care (social),102.41
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Current health care expenditure (CHE),3843.76
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Curative care and rehabilitative care,1994.06
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Curative care,1881.35
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Inpatient curative and rehabilitative care,1063.21
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Inpatient curative care,963.57
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Day curative and rehabilitative care,38.85
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Day curative care,38.85
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Outpatient curative and rehabilitative care,867.55
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Outpatient curative care,854.49
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,General outpatient curative care,221.69
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Dental outpatient curative care,287.85
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Specialised outpatient curative care,216.69
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,All other outpatient curative care n.e.c.,128.26
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Home-based curative and rehabilitative care,24.44
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Home-based curative care,24.44
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Rehabilitative care,112.69
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Inpatient rehabilitative care,99.63
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Day rehabilitative care,:
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Outpatient rehabilitative care,13.06
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Home-based rehabilitative care,:
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Long-term care (health),612.35
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Inpatient long-term care (health),341.17
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Day long-term care (health),3.79
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Outpatient long-term care (health),:
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Home-based long-term care (health),267.38
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Ancillary services (non-specified by function),185.3
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Laboratory services,55.17
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Imaging services,65.48
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Patient transportation,64.65
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Medical goods (non-specified by function),747.36
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Pharmaceuticals and other medical non-durable goods,537.95
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Prescribed medicines,474.66
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Over-the-counter medicines,63.24
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Other medical non-durable goods,0.05
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Therapeutic appliances and other medical durable goods,209.41
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Preventive care,113.89
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,"Information, education and counseling programmes",4.49
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Immunisation programmes,14.81
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Early disease detection programmes,17.77
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Healthy condition monitoring programmes,52.96
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Epidemiological surveillance and risk and disease control programmes,23.87
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Preparing for disaster and emergency response programmes,:
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Governance and health system and financing administration,190.81
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Governance and health system administration,:
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Administration of health financing,190.81
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Other health care services unknown,:
2013,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Long-term care (social),32.82
2013,Estonia,Euro per inhabitant,Current health care expenditure (CHE),863.26
2013,Estonia,Euro per inhabitant,Curative care and rehabilitative care,493.61
2013,Estonia,Euro per inhabitant,Curative care,477.7
2013,Estonia,Euro per inhabitant,Inpatient curative and rehabilitative care,214.6
2013,Estonia,Euro per inhabitant,Inpatient curative care,209.01
2013,Estonia,Euro per inhabitant,Day curative and rehabilitative care,17.65
2013,Estonia,Euro per inhabitant,Day curative care,17.65
2013,Estonia,Euro per inhabitant,Outpatient curative and rehabilitative care,260.26
2013,Estonia,Euro per inhabitant,Outpatient curative care,249.94
2013,Estonia,Euro per inhabitant,General outpatient curative care,120.38
2013,Estonia,Euro per inhabitant,Dental outpatient curative care,75.05
2013,Estonia,Euro per inhabitant,Specialised outpatient curative care,54.51
2013,Estonia,Euro per inhabitant,All other outpatient curative care n.e.c.,0
2013,Estonia,Euro per inhabitant,Home-based curative and rehabilitative care,1.1
2013,Estonia,Euro per inhabitant,Home-based curative care,1.1
2013,Estonia,Euro per inhabitant,Rehabilitative care,15.91
2013,Estonia,Euro per inhabitant,Inpatient rehabilitative care,5.59
2013,Estonia,Euro per inhabitant,Day rehabilitative care,0
2013,Estonia,Euro per inhabitant,Outpatient rehabilitative care,10.32
2013,Estonia,Euro per inhabitant,Home-based rehabilitative care,0
2013,Estonia,Euro per inhabitant,Long-term care (health),43.41
2013,Estonia,Euro per inhabitant,Inpatient long-term care (health),39.54
2013,Estonia,Euro per inhabitant,Day long-term care (health),0.25
2013,Estonia,Euro per inhabitant,Outpatient long-term care (health),0.12
2013,Estonia,Euro per inhabitant,Home-based long-term care (health),3.5
2013,Estonia,Euro per inhabitant,Ancillary services (non-specified by function),88.5
2013,Estonia,Euro per inhabitant,Laboratory services,39.16
2013,Estonia,Euro per inhabitant,Imaging services,26.71
2013,Estonia,Euro per inhabitant,Patient transportation,22.63
2013,Estonia,Euro per inhabitant,Medical goods (non-specified by function),195.18
2013,Estonia,Euro per inhabitant,Pharmaceuticals and other medical non-durable goods,166.84
2013,Estonia,Euro per inhabitant,Prescribed medicines,123.5
2013,Estonia,Euro per inhabitant,Over-the-counter medicines,34.45
2013,Estonia,Euro per inhabitant,Other medical non-durable goods,8.89
2013,Estonia,Euro per inhabitant,Therapeutic appliances and other medical durable goods,28.34
2013,Estonia,Euro per inhabitant,Preventive care,25.95
2013,Estonia,Euro per inhabitant,"Information, education and counseling programmes",1.33
2013,Estonia,Euro per inhabitant,Immunisation programmes,1.77
2013,Estonia,Euro per inhabitant,Early disease detection programmes,4.92
2013,Estonia,Euro per inhabitant,Healthy condition monitoring programmes,16.4
2013,Estonia,Euro per inhabitant,Epidemiological surveillance and risk and disease control programmes,1.52
2013,Estonia,Euro per inhabitant,Preparing for disaster and emergency response programmes,0
2013,Estonia,Euro per inhabitant,Governance and health system and financing administration,16.61
2013,Estonia,Euro per inhabitant,Governance and health system administration,10.54
2013,Estonia,Euro per inhabitant,Administration of health financing,6.07
2013,Estonia,Euro per inhabitant,Other health care services unknown,0
2013,Estonia,Euro per inhabitant,Long-term care (social),:
2013,Ireland,Euro per inhabitant,Current health care expenditure (CHE),4083.21
2013,Ireland,Euro per inhabitant,Curative care and rehabilitative care,2189.45
2013,Ireland,Euro per inhabitant,Curative care,:
2013,Ireland,Euro per inhabitant,Inpatient curative and rehabilitative care,960.37
2013,Ireland,Euro per inhabitant,Inpatient curative care,:
2013,Ireland,Euro per inhabitant,Day curative and rehabilitative care,272.78
2013,Ireland,Euro per inhabitant,Day curative care,:
2013,Ireland,Euro per inhabitant,Outpatient curative and rehabilitative care,814.28
2013,Ireland,Euro per inhabitant,Outpatient curative care,:
2013,Ireland,Euro per inhabitant,General outpatient curative care,:
2013,Ireland,Euro per inhabitant,Dental outpatient curative care,:
2013,Ireland,Euro per inhabitant,Specialised outpatient curative care,:
2013,Ireland,Euro per inhabitant,All other outpatient curative care n.e.c.,:
2013,Ireland,Euro per inhabitant,Home-based curative and rehabilitative care,142.02
2013,Ireland,Euro per inhabitant,Home-based curative care,:
2013,Ireland,Euro per inhabitant,Rehabilitative care,:
2013,Ireland,Euro per inhabitant,Inpatient rehabilitative care,:
2013,Ireland,Euro per inhabitant,Day rehabilitative care,:
2013,Ireland,Euro per inhabitant,Outpatient rehabilitative care,:
2013,Ireland,Euro per inhabitant,Home-based rehabilitative care,:
2013,Ireland,Euro per inhabitant,Long-term care (health),891.55
2013,Ireland,Euro per inhabitant,Inpatient long-term care (health),563.97
2013,Ireland,Euro per inhabitant,Day long-term care (health),36.2
2013,Ireland,Euro per inhabitant,Outpatient long-term care (health),:
2013,Ireland,Euro per inhabitant,Home-based long-term care (health),291.39
2013,Ireland,Euro per inhabitant,Ancillary services (non-specified by function),121.34
2013,Ireland,Euro per inhabitant,Laboratory services,:
2013,Ireland,Euro per inhabitant,Imaging services,:
2013,Ireland,Euro per inhabitant,Patient transportation,:
2013,Ireland,Euro per inhabitant,Medical goods (non-specified by function),608.7
2013,Ireland,Euro per inhabitant,Pharmaceuticals and other medical non-durable goods,592.59
2013,Ireland,Euro per inhabitant,Prescribed medicines,:
2013,Ireland,Euro per inhabitant,Over-the-counter medicines,:
2013,Ireland,Euro per inhabitant,Other medical non-durable goods,:
2013,Ireland,Euro per inhabitant,Therapeutic appliances and other medical durable goods,16.11
2013,Ireland,Euro per inhabitant,Preventive care,114.07
2013,Ireland,Euro per inhabitant,"Information, education and counseling programmes",:
2013,Ireland,Euro per inhabitant,Immunisation programmes,:
2013,Ireland,Euro per inhabitant,Early disease detection programmes,:
2013,Ireland,Euro per inhabitant,Healthy condition monitoring programmes,:
2013,Ireland,Euro per inhabitant,Epidemiological surveillance and risk and disease control programmes,:
2013,Ireland,Euro per inhabitant,Preparing for disaster and emergency response programmes,:
2013,Ireland,Euro per inhabitant,Governance and health system and financing administration,123.68
2013,Ireland,Euro per inhabitant,Governance and health system administration,37.83
2013,Ireland,Euro per inhabitant,Administration of health financing,85.84
2013,Ireland,Euro per inhabitant,Other health care services unknown,34.4
2013,Ireland,Euro per inhabitant,Long-term care (social),:
2013,Greece,Euro per inhabitant,Current health care expenditure (CHE),1386.3
2013,Greece,Euro per inhabitant,Curative care and rehabilitative care,838.79
2013,Greece,Euro per inhabitant,Curative care,837.78
2013,Greece,Euro per inhabitant,Inpatient curative and rehabilitative care,547.71
2013,Greece,Euro per inhabitant,Inpatient curative care,546.71
2013,Greece,Euro per inhabitant,Day curative and rehabilitative care,5.07
2013,Greece,Euro per inhabitant,Day curative care,5.07
2013,Greece,Euro per inhabitant,Outpatient curative and rehabilitative care,286
2013,Greece,Euro per inhabitant,Outpatient curative care,286
2013,Greece,Euro per inhabitant,General outpatient curative care,:
2013,Greece,Euro per inhabitant,Dental outpatient curative care,77.21
2013,Greece,Euro per inhabitant,Specialised outpatient curative care,:
2013,Greece,Euro per inhabitant,All other outpatient curative care n.e.c.,:
2013,Greece,Euro per inhabitant,Home-based curative and rehabilitative care,0
2013,Greece,Euro per inhabitant,Home-based curative care,0
2013,Greece,Euro per inhabitant,Rehabilitative care,1
2013,Greece,Euro per inhabitant,Inpatient rehabilitative care,1
2013,Greece,Euro per inhabitant,Day rehabilitative care,0
2013,Greece,Euro per inhabitant,Outpatient rehabilitative care,0
2013,Greece,Euro per inhabitant,Home-based rehabilitative care,0
2013,Greece,Euro per inhabitant,Long-term care (health),23.4
2013,Greece,Euro per inhabitant,Inpatient long-term care (health),4.51
2013,Greece,Euro per inhabitant,Day long-term care (health),0
2013,Greece,Euro per inhabitant,Outpatient long-term care (health),0
2013,Greece,Euro per inhabitant,Home-based long-term care (health),18.88
2013,Greece,Euro per inhabitant,Ancillary services (non-specified by function),69.88
2013,Greece,Euro per inhabitant,Laboratory services,19.49
2013,Greece,Euro per inhabitant,Imaging services,45.3
2013,Greece,Euro per inhabitant,Patient transportation,5.1
2013,Greece,Euro per inhabitant,Medical goods (non-specified by function),401.03
2013,Greece,Euro per inhabitant,Pharmaceuticals and other medical non-durable goods,380.99
2013,Greece,Euro per inhabitant,Prescribed medicines,:
2013,Greece,Euro per inhabitant,Over-the-counter medicines,:
2013,Greece,Euro per inhabitant,Other medical non-durable goods,:
2013,Greece,Euro per inhabitant,Therapeutic appliances and other medical durable goods,20.05
2013,Greece,Euro per inhabitant,Preventive care,15.63
2013,Greece,Euro per inhabitant,"Information, education and counseling programmes",6.84
2013,Greece,Euro per inhabitant,Immunisation programmes,1.19
2013,Greece,Euro per inhabitant,Early disease detection programmes,0
2013,Greece,Euro per inhabitant,Healthy condition monitoring programmes,0.32
2013,Greece,Euro per inhabitant,Epidemiological surveillance and risk and disease control programmes,7.28
2013,Greece,Euro per inhabitant,Preparing for disaster and emergency response programmes,0
2013,Greece,Euro per inhabitant,Governance and health system and financing administration,37.57
2013,Greece,Euro per inhabitant,Governance and health system administration,30.11
2013,Greece,Euro per inhabitant,Administration of health financing,7.47
2013,Greece,Euro per inhabitant,Other health care services unknown,0
2013,Greece,Euro per inhabitant,Long-term care (social),3.74
2013,Spain,Euro per inhabitant,Current health care expenditure (CHE),1984.26
2013,Spain,Euro per inhabitant,Curative care and rehabilitative care,1148.77
2013,Spain,Euro per inhabitant,Curative care,1148.77
2013,Spain,Euro per inhabitant,Inpatient curative and rehabilitative care,464.73
2013,Spain,Euro per inhabitant,Inpatient curative care,464.73
2013,Spain,Euro per inhabitant,Day curative and rehabilitative care,39.65
2013,Spain,Euro per inhabitant,Day curative care,39.65
2013,Spain,Euro per inhabitant,Outpatient curative and rehabilitative care,628.27
2013,Spain,Euro per inhabitant,Outpatient curative care,628.27
2013,Spain,Euro per inhabitant,General outpatient curative care,173.1
2013,Spain,Euro per inhabitant,Dental outpatient curative care,145.53
2013,Spain,Euro per inhabitant,Specialised outpatient curative care,295.56
2013,Spain,Euro per inhabitant,All other outpatient curative care n.e.c.,14.09
2013,Spain,Euro per inhabitant,Home-based curative and rehabilitative care,16.12
2013,Spain,Euro per inhabitant,Home-based curative care,16.12
2013,Spain,Euro per inhabitant,Rehabilitative care,:
2013,Spain,Euro per inhabitant,Inpatient rehabilitative care,:
2013,Spain,Euro per inhabitant,Day rehabilitative care,:
2013,Spain,Euro per inhabitant,Outpatient rehabilitative care,:
2013,Spain,Euro per inhabitant,Home-based rehabilitative care,:
2013,Spain,Euro per inhabitant,Long-term care (health),186.22
2013,Spain,Euro per inhabitant,Inpatient long-term care (health),122.32
2013,Spain,Euro per inhabitant,Day long-term care (health),20.97
2013,Spain,Euro per inhabitant,Outpatient long-term care (health),:
2013,Spain,Euro per inhabitant,Home-based long-term care (health),42.94
2013,Spain,Euro per inhabitant,Ancillary services (non-specified by function),97.54
2013,Spain,Euro per inhabitant,Laboratory services,40.07
2013,Spain,Euro per inhabitant,Imaging services,34.54
