TIME,GEO,UNIT,ICHA11_HP,Value
2011,United Kingdom,Euro per inhabitant,General hospitals,:
2011,United Kingdom,Euro per inhabitant,Mental health hospitals,:
2011,United Kingdom,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),:
2011,United Kingdom,Euro per inhabitant,Residential long-term care facilities,:
2011,United Kingdom,Euro per inhabitant,Long-term nursing care facilities,:
2011,United Kingdom,Euro per inhabitant,Mental health and substance abuse facilities,:
2011,United Kingdom,Euro per inhabitant,Other residential long-term care facilities,:
2011,United Kingdom,Euro per inhabitant,Providers of ambulatory health care,:
2011,United Kingdom,Euro per inhabitant,Medical practices,:
2011,United Kingdom,Euro per inhabitant,Dental practice,:
2011,United Kingdom,Euro per inhabitant,Other health care practitioners,:
2011,United Kingdom,Euro per inhabitant,Ambulatory health care centres,:
2011,United Kingdom,Euro per inhabitant,Providers of home health care services,:
2011,United Kingdom,Euro per inhabitant,Providers of ancillary services,:
2011,United Kingdom,Euro per inhabitant,Providers of patient transportation and emergency rescue,:
2011,United Kingdom,Euro per inhabitant,Medical and diagnostic laboratories,:
2011,United Kingdom,Euro per inhabitant,Other providers of ancillary services,:
2011,United Kingdom,Euro per inhabitant,Retailers and other providers of medical goods,:
2011,United Kingdom,Euro per inhabitant,Pharmacies,:
2011,United Kingdom,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,:
2011,United Kingdom,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:
2011,United Kingdom,Euro per inhabitant,Providers of preventive care,:
2011,United Kingdom,Euro per inhabitant,Providers of health care system administration and financing,:
2011,United Kingdom,Euro per inhabitant,Government health administration agencies,:
2011,United Kingdom,Euro per inhabitant,Social health insurance agencies,:
2011,United Kingdom,Euro per inhabitant,Private health insurance administration agencies,:
2011,United Kingdom,Euro per inhabitant,Other administration agencies,:
2011,United Kingdom,Euro per inhabitant,Rest of economy,:
2011,United Kingdom,Euro per inhabitant,Households as providers of home health care,:
2011,United Kingdom,Euro per inhabitant,All other industries as secondary providers of health care,:
2011,United Kingdom,Euro per inhabitant,Other industries n.e.c.,:
2011,United Kingdom,Euro per inhabitant,Rest of the world,:
2011,United Kingdom,Euro per inhabitant,Providers unknown,:
2011,Iceland,Euro per inhabitant,All providers of health care,2855.51
2011,Iceland,Euro per inhabitant,Hospitals,1054.77
2011,Iceland,Euro per inhabitant,General hospitals,1054.77
2011,Iceland,Euro per inhabitant,Mental health hospitals,:
2011,Iceland,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),:
2011,Iceland,Euro per inhabitant,Residential long-term care facilities,437.87
2011,Iceland,Euro per inhabitant,Long-term nursing care facilities,437.87
2011,Iceland,Euro per inhabitant,Mental health and substance abuse facilities,:
2011,Iceland,Euro per inhabitant,Other residential long-term care facilities,:
2011,Iceland,Euro per inhabitant,Providers of ambulatory health care,696.26
2011,Iceland,Euro per inhabitant,Medical practices,168.88
2011,Iceland,Euro per inhabitant,Dental practice,177.22
2011,Iceland,Euro per inhabitant,Other health care practitioners,79.27
2011,Iceland,Euro per inhabitant,Ambulatory health care centres,231.44
2011,Iceland,Euro per inhabitant,Providers of home health care services,39.45
2011,Iceland,Euro per inhabitant,Providers of ancillary services,58.04
2011,Iceland,Euro per inhabitant,Providers of patient transportation and emergency rescue,27.69
2011,Iceland,Euro per inhabitant,Medical and diagnostic laboratories,30.34
2011,Iceland,Euro per inhabitant,Other providers of ancillary services,:
2011,Iceland,Euro per inhabitant,Retailers and other providers of medical goods,500.55
2011,Iceland,Euro per inhabitant,Pharmacies,354.7
2011,Iceland,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,68
2011,Iceland,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,77.85
2011,Iceland,Euro per inhabitant,Providers of preventive care,18.86
2011,Iceland,Euro per inhabitant,Providers of health care system administration and financing,56.87
2011,Iceland,Euro per inhabitant,Government health administration agencies,44.52
2011,Iceland,Euro per inhabitant,Social health insurance agencies,12.35
2011,Iceland,Euro per inhabitant,Private health insurance administration agencies,:
2011,Iceland,Euro per inhabitant,Other administration agencies,:
2011,Iceland,Euro per inhabitant,Rest of economy,:
2011,Iceland,Euro per inhabitant,Households as providers of home health care,:
2011,Iceland,Euro per inhabitant,All other industries as secondary providers of health care,:
2011,Iceland,Euro per inhabitant,Other industries n.e.c.,:
2011,Iceland,Euro per inhabitant,Rest of the world,32.3
2011,Iceland,Euro per inhabitant,Providers unknown,:
2011,Liechtenstein,Euro per inhabitant,All providers of health care,:
2011,Liechtenstein,Euro per inhabitant,Hospitals,:
2011,Liechtenstein,Euro per inhabitant,General hospitals,:
2011,Liechtenstein,Euro per inhabitant,Mental health hospitals,:
2011,Liechtenstein,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),:
2011,Liechtenstein,Euro per inhabitant,Residential long-term care facilities,:
2011,Liechtenstein,Euro per inhabitant,Long-term nursing care facilities,:
2011,Liechtenstein,Euro per inhabitant,Mental health and substance abuse facilities,:
2011,Liechtenstein,Euro per inhabitant,Other residential long-term care facilities,:
2011,Liechtenstein,Euro per inhabitant,Providers of ambulatory health care,:
2011,Liechtenstein,Euro per inhabitant,Medical practices,:
2011,Liechtenstein,Euro per inhabitant,Dental practice,:
2011,Liechtenstein,Euro per inhabitant,Other health care practitioners,:
2011,Liechtenstein,Euro per inhabitant,Ambulatory health care centres,:
2011,Liechtenstein,Euro per inhabitant,Providers of home health care services,:
2011,Liechtenstein,Euro per inhabitant,Providers of ancillary services,:
2011,Liechtenstein,Euro per inhabitant,Providers of patient transportation and emergency rescue,:
2011,Liechtenstein,Euro per inhabitant,Medical and diagnostic laboratories,:
2011,Liechtenstein,Euro per inhabitant,Other providers of ancillary services,:
2011,Liechtenstein,Euro per inhabitant,Retailers and other providers of medical goods,:
2011,Liechtenstein,Euro per inhabitant,Pharmacies,:
2011,Liechtenstein,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,:
2011,Liechtenstein,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:
2011,Liechtenstein,Euro per inhabitant,Providers of preventive care,:
2011,Liechtenstein,Euro per inhabitant,Providers of health care system administration and financing,:
2011,Liechtenstein,Euro per inhabitant,Government health administration agencies,:
2011,Liechtenstein,Euro per inhabitant,Social health insurance agencies,:
2011,Liechtenstein,Euro per inhabitant,Private health insurance administration agencies,:
2011,Liechtenstein,Euro per inhabitant,Other administration agencies,:
2011,Liechtenstein,Euro per inhabitant,Rest of economy,:
2011,Liechtenstein,Euro per inhabitant,Households as providers of home health care,:
2011,Liechtenstein,Euro per inhabitant,All other industries as secondary providers of health care,:
2011,Liechtenstein,Euro per inhabitant,Other industries n.e.c.,:
2011,Liechtenstein,Euro per inhabitant,Rest of the world,:
2011,Liechtenstein,Euro per inhabitant,Providers unknown,:
2011,Norway,Euro per inhabitant,All providers of health care,6358.32
2011,Norway,Euro per inhabitant,Hospitals,2488.02
2011,Norway,Euro per inhabitant,General hospitals,1917.55
2011,Norway,Euro per inhabitant,Mental health hospitals,570.47
2011,Norway,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),:
2011,Norway,Euro per inhabitant,Residential long-term care facilities,1145.06
2011,Norway,Euro per inhabitant,Long-term nursing care facilities,1145.06
2011,Norway,Euro per inhabitant,Mental health and substance abuse facilities,:
2011,Norway,Euro per inhabitant,Other residential long-term care facilities,:
2011,Norway,Euro per inhabitant,Providers of ambulatory health care,1635.98
2011,Norway,Euro per inhabitant,Medical practices,504.72
2011,Norway,Euro per inhabitant,Dental practice,330.01
2011,Norway,Euro per inhabitant,Other health care practitioners,99.04
2011,Norway,Euro per inhabitant,Ambulatory health care centres,:
2011,Norway,Euro per inhabitant,Providers of home health care services,702.2
2011,Norway,Euro per inhabitant,Providers of ancillary services,79.66
2011,Norway,Euro per inhabitant,Providers of patient transportation and emergency rescue,38.91
2011,Norway,Euro per inhabitant,Medical and diagnostic laboratories,40.75
2011,Norway,Euro per inhabitant,Other providers of ancillary services,:
2011,Norway,Euro per inhabitant,Retailers and other providers of medical goods,702.77
2011,Norway,Euro per inhabitant,Pharmacies,448.87
2011,Norway,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,253.9
2011,Norway,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:
2011,Norway,Euro per inhabitant,Providers of preventive care,146.91
2011,Norway,Euro per inhabitant,Providers of health care system administration and financing,32.69
2011,Norway,Euro per inhabitant,Government health administration agencies,:
2011,Norway,Euro per inhabitant,Social health insurance agencies,:
2011,Norway,Euro per inhabitant,Private health insurance administration agencies,:
2011,Norway,Euro per inhabitant,Other administration agencies,:
2011,Norway,Euro per inhabitant,Rest of economy,112.46
2011,Norway,Euro per inhabitant,Households as providers of home health care,:
2011,Norway,Euro per inhabitant,All other industries as secondary providers of health care,112.46
2011,Norway,Euro per inhabitant,Other industries n.e.c.,:
2011,Norway,Euro per inhabitant,Rest of the world,14.77
2011,Norway,Euro per inhabitant,Providers unknown,:
2011,Switzerland,Euro per inhabitant,All providers of health care,6726.51
2011,Switzerland,Euro per inhabitant,Hospitals,2384.5
2011,Switzerland,Euro per inhabitant,General hospitals,1827.62
2011,Switzerland,Euro per inhabitant,Mental health hospitals,225.35
2011,Switzerland,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),331.53
2011,Switzerland,Euro per inhabitant,Residential long-term care facilities,1159.77
2011,Switzerland,Euro per inhabitant,Long-term nursing care facilities,882.23
2011,Switzerland,Euro per inhabitant,Mental health and substance abuse facilities,:
2011,Switzerland,Euro per inhabitant,Other residential long-term care facilities,277.54
2011,Switzerland,Euro per inhabitant,Providers of ambulatory health care,1798.45
2011,Switzerland,Euro per inhabitant,Medical practices,1159.99
2011,Switzerland,Euro per inhabitant,Dental practice,392.38
2011,Switzerland,Euro per inhabitant,Other health care practitioners,126.98
2011,Switzerland,Euro per inhabitant,Ambulatory health care centres,0
2011,Switzerland,Euro per inhabitant,Providers of home health care services,119.1
2011,Switzerland,Euro per inhabitant,Providers of ancillary services,208.48
2011,Switzerland,Euro per inhabitant,Providers of patient transportation and emergency rescue,106.3
2011,Switzerland,Euro per inhabitant,Medical and diagnostic laboratories,102.18
2011,Switzerland,Euro per inhabitant,Other providers of ancillary services,:
2011,Switzerland,Euro per inhabitant,Retailers and other providers of medical goods,641.79
2011,Switzerland,Euro per inhabitant,Pharmacies,441.81
2011,Switzerland,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,169.24
2011,Switzerland,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,30.74
2011,Switzerland,Euro per inhabitant,Providers of preventive care,152.76
2011,Switzerland,Euro per inhabitant,Providers of health care system administration and financing,311.43
2011,Switzerland,Euro per inhabitant,Government health administration agencies,38.85
2011,Switzerland,Euro per inhabitant,Social health insurance agencies,171.58
2011,Switzerland,Euro per inhabitant,Private health insurance administration agencies,101
2011,Switzerland,Euro per inhabitant,Other administration agencies,:
2011,Switzerland,Euro per inhabitant,Rest of economy,37.98
2011,Switzerland,Euro per inhabitant,Households as providers of home health care,37.98
2011,Switzerland,Euro per inhabitant,All other industries as secondary providers of health care,:
2011,Switzerland,Euro per inhabitant,Other industries n.e.c.,:
2011,Switzerland,Euro per inhabitant,Rest of the world,31.34
2011,Switzerland,Euro per inhabitant,Providers unknown,:
2011,Bosnia and Herzegovina,Euro per inhabitant,All providers of health care,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Hospitals,:
2011,Bosnia and Herzegovina,Euro per inhabitant,General hospitals,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Mental health hospitals,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),:
2011,Bosnia and Herzegovina,Euro per inhabitant,Residential long-term care facilities,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Long-term nursing care facilities,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Mental health and substance abuse facilities,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Other residential long-term care facilities,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Providers of ambulatory health care,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Medical practices,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Dental practice,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Other health care practitioners,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Ambulatory health care centres,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Providers of home health care services,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Providers of ancillary services,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Providers of patient transportation and emergency rescue,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Medical and diagnostic laboratories,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Other providers of ancillary services,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Retailers and other providers of medical goods,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Pharmacies,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,:
2011,Bosnia and Herzegovina,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Providers of preventive care,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Providers of health care system administration and financing,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Government health administration agencies,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Social health insurance agencies,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Private health insurance administration agencies,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Other administration agencies,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Rest of economy,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Households as providers of home health care,:
2011,Bosnia and Herzegovina,Euro per inhabitant,All other industries as secondary providers of health care,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Other industries n.e.c.,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Rest of the world,:
2011,Bosnia and Herzegovina,Euro per inhabitant,Providers unknown,:
2012,Belgium,Euro per inhabitant,All providers of health care,3546.3
2012,Belgium,Euro per inhabitant,Hospitals,1153.53
2012,Belgium,Euro per inhabitant,General hospitals,1026.55
2012,Belgium,Euro per inhabitant,Mental health hospitals,121.67
2012,Belgium,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),5.31
2012,Belgium,Euro per inhabitant,Residential long-term care facilities,519.94
2012,Belgium,Euro per inhabitant,Long-term nursing care facilities,364.15
2012,Belgium,Euro per inhabitant,Mental health and substance abuse facilities,9.14
2012,Belgium,Euro per inhabitant,Other residential long-term care facilities,146.65
2012,Belgium,Euro per inhabitant,Providers of ambulatory health care,1118.42
2012,Belgium,Euro per inhabitant,Medical practices,542.36
2012,Belgium,Euro per inhabitant,Dental practice,132.49
2012,Belgium,Euro per inhabitant,Other health care practitioners,104.94
2012,Belgium,Euro per inhabitant,Ambulatory health care centres,52.81
2012,Belgium,Euro per inhabitant,Providers of home health care services,285.83
2012,Belgium,Euro per inhabitant,Providers of ancillary services,95.75
2012,Belgium,Euro per inhabitant,Providers of patient transportation and emergency rescue,12.41
2012,Belgium,Euro per inhabitant,Medical and diagnostic laboratories,9.44
2012,Belgium,Euro per inhabitant,Other providers of ancillary services,73.9
2012,Belgium,Euro per inhabitant,Retailers and other providers of medical goods,471.81
2012,Belgium,Euro per inhabitant,Pharmacies,428.59
2012,Belgium,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,5.65
2012,Belgium,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,37.56
2012,Belgium,Euro per inhabitant,Providers of preventive care,30.64
2012,Belgium,Euro per inhabitant,Providers of health care system administration and financing,141.48
2012,Belgium,Euro per inhabitant,Government health administration agencies,7.23
2012,Belgium,Euro per inhabitant,Social health insurance agencies,88.63
2012,Belgium,Euro per inhabitant,Private health insurance administration agencies,30.12
2012,Belgium,Euro per inhabitant,Other administration agencies,15.5
2012,Belgium,Euro per inhabitant,Rest of economy,14.74
2012,Belgium,Euro per inhabitant,Households as providers of home health care,13.2
2012,Belgium,Euro per inhabitant,All other industries as secondary providers of health care,1.53
2012,Belgium,Euro per inhabitant,Other industries n.e.c.,:
2012,Belgium,Euro per inhabitant,Rest of the world,:
2012,Belgium,Euro per inhabitant,Providers unknown,:
2012,Bulgaria,Euro per inhabitant,All providers of health care,:
2012,Bulgaria,Euro per inhabitant,Hospitals,:
2012,Bulgaria,Euro per inhabitant,General hospitals,:
2012,Bulgaria,Euro per inhabitant,Mental health hospitals,:
2012,Bulgaria,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),:
2012,Bulgaria,Euro per inhabitant,Residential long-term care facilities,:
2012,Bulgaria,Euro per inhabitant,Long-term nursing care facilities,:
2012,Bulgaria,Euro per inhabitant,Mental health and substance abuse facilities,:
2012,Bulgaria,Euro per inhabitant,Other residential long-term care facilities,:
2012,Bulgaria,Euro per inhabitant,Providers of ambulatory health care,:
2012,Bulgaria,Euro per inhabitant,Medical practices,:
2012,Bulgaria,Euro per inhabitant,Dental practice,:
2012,Bulgaria,Euro per inhabitant,Other health care practitioners,:
2012,Bulgaria,Euro per inhabitant,Ambulatory health care centres,:
2012,Bulgaria,Euro per inhabitant,Providers of home health care services,:
2012,Bulgaria,Euro per inhabitant,Providers of ancillary services,:
2012,Bulgaria,Euro per inhabitant,Providers of patient transportation and emergency rescue,:
2012,Bulgaria,Euro per inhabitant,Medical and diagnostic laboratories,:
2012,Bulgaria,Euro per inhabitant,Other providers of ancillary services,:
2012,Bulgaria,Euro per inhabitant,Retailers and other providers of medical goods,:
2012,Bulgaria,Euro per inhabitant,Pharmacies,:
2012,Bulgaria,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,:
2012,Bulgaria,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:
2012,Bulgaria,Euro per inhabitant,Providers of preventive care,:
2012,Bulgaria,Euro per inhabitant,Providers of health care system administration and financing,:
2012,Bulgaria,Euro per inhabitant,Government health administration agencies,:
2012,Bulgaria,Euro per inhabitant,Social health insurance agencies,:
2012,Bulgaria,Euro per inhabitant,Private health insurance administration agencies,:
2012,Bulgaria,Euro per inhabitant,Other administration agencies,:
2012,Bulgaria,Euro per inhabitant,Rest of economy,:
2012,Bulgaria,Euro per inhabitant,Households as providers of home health care,:
2012,Bulgaria,Euro per inhabitant,All other industries as secondary providers of health care,:
2012,Bulgaria,Euro per inhabitant,Other industries n.e.c.,:
2012,Bulgaria,Euro per inhabitant,Rest of the world,:
2012,Bulgaria,Euro per inhabitant,Providers unknown,:
2012,Czech Republic,Euro per inhabitant,All providers of health care,:
2012,Czech Republic,Euro per inhabitant,Hospitals,:
2012,Czech Republic,Euro per inhabitant,General hospitals,:
2012,Czech Republic,Euro per inhabitant,Mental health hospitals,:
2012,Czech Republic,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),:
2012,Czech Republic,Euro per inhabitant,Residential long-term care facilities,:
2012,Czech Republic,Euro per inhabitant,Long-term nursing care facilities,:
2012,Czech Republic,Euro per inhabitant,Mental health and substance abuse facilities,:
2012,Czech Republic,Euro per inhabitant,Other residential long-term care facilities,:
2012,Czech Republic,Euro per inhabitant,Providers of ambulatory health care,:
2012,Czech Republic,Euro per inhabitant,Medical practices,:
2012,Czech Republic,Euro per inhabitant,Dental practice,:
2012,Czech Republic,Euro per inhabitant,Other health care practitioners,:
2012,Czech Republic,Euro per inhabitant,Ambulatory health care centres,:
2012,Czech Republic,Euro per inhabitant,Providers of home health care services,:
2012,Czech Republic,Euro per inhabitant,Providers of ancillary services,:
2012,Czech Republic,Euro per inhabitant,Providers of patient transportation and emergency rescue,:
2012,Czech Republic,Euro per inhabitant,Medical and diagnostic laboratories,:
2012,Czech Republic,Euro per inhabitant,Other providers of ancillary services,:
2012,Czech Republic,Euro per inhabitant,Retailers and other providers of medical goods,:
2012,Czech Republic,Euro per inhabitant,Pharmacies,:
2012,Czech Republic,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,:
2012,Czech Republic,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,:
2012,Czech Republic,Euro per inhabitant,Providers of preventive care,:
2012,Czech Republic,Euro per inhabitant,Providers of health care system administration and financing,:
2012,Czech Republic,Euro per inhabitant,Government health administration agencies,:
2012,Czech Republic,Euro per inhabitant,Social health insurance agencies,:
2012,Czech Republic,Euro per inhabitant,Private health insurance administration agencies,:
2012,Czech Republic,Euro per inhabitant,Other administration agencies,:
2012,Czech Republic,Euro per inhabitant,Rest of economy,:
2012,Czech Republic,Euro per inhabitant,Households as providers of home health care,:
2012,Czech Republic,Euro per inhabitant,All other industries as secondary providers of health care,:
2012,Czech Republic,Euro per inhabitant,Other industries n.e.c.,:
2012,Czech Republic,Euro per inhabitant,Rest of the world,:
2012,Czech Republic,Euro per inhabitant,Providers unknown,:
2012,Denmark,Euro per inhabitant,All providers of health care,4675.47
2012,Denmark,Euro per inhabitant,Hospitals,2053.85
2012,Denmark,Euro per inhabitant,General hospitals,1867.91
2012,Denmark,Euro per inhabitant,Mental health hospitals,185.94
2012,Denmark,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),0
2012,Denmark,Euro per inhabitant,Residential long-term care facilities,491.13
2012,Denmark,Euro per inhabitant,Long-term nursing care facilities,392.02
2012,Denmark,Euro per inhabitant,Mental health and substance abuse facilities,99.11
2012,Denmark,Euro per inhabitant,Other residential long-term care facilities,0
2012,Denmark,Euro per inhabitant,Providers of ambulatory health care,1394.6
2012,Denmark,Euro per inhabitant,Medical practices,229.81
2012,Denmark,Euro per inhabitant,Dental practice,286.03
2012,Denmark,Euro per inhabitant,Other health care practitioners,154.17
2012,Denmark,Euro per inhabitant,Ambulatory health care centres,0.21
2012,Denmark,Euro per inhabitant,Providers of home health care services,724.37
2012,Denmark,Euro per inhabitant,Providers of ancillary services,72.43
2012,Denmark,Euro per inhabitant,Providers of patient transportation and emergency rescue,56.34
2012,Denmark,Euro per inhabitant,Medical and diagnostic laboratories,16.09
2012,Denmark,Euro per inhabitant,Other providers of ancillary services,0
2012,Denmark,Euro per inhabitant,Retailers and other providers of medical goods,512.26
2012,Denmark,Euro per inhabitant,Pharmacies,287.71
2012,Denmark,Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,166.5
2012,Denmark,Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,58.05
2012,Denmark,Euro per inhabitant,Providers of preventive care,48.16
2012,Denmark,Euro per inhabitant,Providers of health care system administration and financing,99.03
2012,Denmark,Euro per inhabitant,Government health administration agencies,94
2012,Denmark,Euro per inhabitant,Social health insurance agencies,0
2012,Denmark,Euro per inhabitant,Private health insurance administration agencies,5.03
2012,Denmark,Euro per inhabitant,Other administration agencies,0
2012,Denmark,Euro per inhabitant,Rest of economy,0
2012,Denmark,Euro per inhabitant,Households as providers of home health care,0
2012,Denmark,Euro per inhabitant,All other industries as secondary providers of health care,0
2012,Denmark,Euro per inhabitant,Other industries n.e.c.,0
2012,Denmark,Euro per inhabitant,Rest of the world,4.02
2012,Denmark,Euro per inhabitant,Providers unknown,0
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,All providers of health care,3705.66
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Hospitals,1093.29
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,General hospitals,985.07
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Mental health hospitals,:
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Specialised hospitals (other than mental health hospitals),108.22
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Residential long-term care facilities,330.62
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Long-term nursing care facilities,330.57
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Mental health and substance abuse facilities,:
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Other residential long-term care facilities,0.05
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Providers of ambulatory health care,1157.94
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Medical practices,550.91
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Dental practice,293.13
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Other health care practitioners,130.87
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Ambulatory health care centres,22.49
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Providers of home health care services,160.55
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Providers of ancillary services,44.71
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Providers of patient transportation and emergency rescue,44.14
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Medical and diagnostic laboratories,:
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Other providers of ancillary services,0.57
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Retailers and other providers of medical goods,710.32
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Pharmacies,503.5
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Retail sellers and other suppliers of durable medical goods and medical appliances,171.81
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,All other miscellaneous sellers and other suppliers of pharmaceuticals and medical goods,35
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Providers of preventive care,23.92
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Providers of health care system administration and financing,211.64
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Government health administration agencies,:
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Social health insurance agencies,164.65
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Private health insurance administration agencies,46.97
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Other administration agencies,:
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Rest of economy,111.71
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Households as providers of home health care,82
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,All other industries as secondary providers of health care,29.72
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Other industries n.e.c.,:
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Rest of the world,21.52
2012,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Providers unknown,:
2012,Estonia,Euro per inhabitant,All providers of health care,790.17
2012,Estonia,Euro per inhabitant,Hospitals,373.65
2012,Estonia,Euro per inhabitant,General hospitals,348.9
2012,Estonia,Euro per inhabitant,Mental health hospitals,2.11
2012,Estonia,Euro per inhabitant,Specialised hospitals (other than mental health hospitals),22.64
2012,Estonia,Euro per inhabitant,Residential long-term care facilities,23.7
2012,Estonia,Euro per inhabitant,Long-term nursing care facilities,3.27
2012,Estonia,Euro per inhabitant,Mental health and substance abuse facilities,7.74
2012,Estonia,Euro per inhabitant,Other residential long-term care facilities,12.69
2012,Estonia,Euro per inhabitant,Providers of ambulatory health care,172.26
2012,Estonia,Euro per inhabitant,Medical practices,79.52
2012,Estonia,Euro per inhabitant,Dental practice,53.1
2012,Estonia,Euro per inhabitant,Other health care practitioners,7.06
2012,Estonia,Euro per inhabitant,Ambulatory health care centres,31.29
2012,Estonia,Euro per inhabitant,Providers of home health care services,1.3
2012,Estonia,Euro per inhabitant,Providers of ancillary services,10.2
2012,Estonia,Euro per inhabitant,Providers of patient transportation and emergency rescue,9.35
